team,player_number,left,top,success,game_index,rival,home
CESUR DISTRITO OLIMPICO,33,32.9337,21.5527,True,1,TOBARRA CB,False
NÁUTICO TENERIFE,55,10.9309,42.3491,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,55,6.98166,62.7675,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,5,9.87306,45.248,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,55,7.12271,57.2217,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,5,6.911100000000005,63.5237,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,3,32.2285,26.7203,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,55,8.88575,61.6331,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,7,27.0099,11.3435,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,5,8.60367,38.4419,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,5,12.200299999999999,49.1552,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,5,7.686899999999994,41.7189,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,5,11.1425,71.7162,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,3,25.8815,86.4628,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,55,27.5035,82.6816,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,23,27.997200000000007,13.7383,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,7,22.2849,89.3617,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,3,8.533100000000005,55.2051,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,23,18.6883,95.1595,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,3,10.507800000000003,94.4033,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,5,28.6319,80.4129,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,55,11.424499999999995,42.2231,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,5,9.308899999999994,71.5902,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,55,10.0846,41.2148,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,7,6.135400000000004,92.7648,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,34,7.68688,6.30195,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,23,14.6685,52.4323,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,5,13.963300000000004,33.7785,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,55,10.0141,51.4239,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,5,31.8759,28.1067,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,3,29.337100000000007,20.2923,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,5,22.9901,23.4433,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,55,13.6107,67.4309,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,55,9.943600000000004,42.0971,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,5,24.188999999999993,52.1802,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,12,11.4245,35.9211,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,5,10.578299999999999,37.9378,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,5,9.87306,72.9766,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,5,10.648799999999994,40.2065,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,55,6.346999999999994,60.4988,False,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,5,6.41749,62.6414,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,34,5.571200000000005,59.2384,True,1,BALONCESTO ALCALA,True
NÁUTICO TENERIFE,39,5.43018,59.2384,True,1,BALONCESTO ALCALA,True
